"Country","Item","Price"
"Botswana","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 23.42 $"
"Botswana","1 Pair of Nike Running Shoes (Mid-Range) "," 78.82 $"
"Botswana","1 Pair of Men Leather Business Shoes "," 97.93 $"
"Botswana","Apartment (1 bedroom) in City Centre "," 234.47 $"
"Botswana","Apartment (1 bedroom) Outside of Centre "," 146.90 $"
"Botswana","Apartment (3 bedrooms) in City Centre "," 516.27 $"
"Botswana","Apartment (3 bedrooms) Outside of Centre "," 335.76 $"
"Botswana","Price per Square Meter to Buy Apartment in City Centre "," 1,037.45 $"
"Botswana","Price per Square Meter to Buy Apartment Outside of Centre "," 39,172.12 $"
"Botswana","Average Monthly Net Salary (After Tax) "," 813.13 $"
"Botswana","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," 10.37"
"Brazil","Meal, Inexpensive Restaurant "," 5.22 $"
"Brazil","Meal for 2 People, Mid-range Restaurant, Three-course "," 27.85 $"
"Brazil","McMeal at McDonalds (or Equivalent Combo Meal) "," 6.09 $"
"Brazil","Domestic Beer (0.5 liter draught) "," 1.74 $"
"Brazil","Imported Beer (0.33 liter bottle) "," 2.61 $"
"Brazil","Cappuccino (regular) "," 1.68 $"
"Brazil","Coke/Pepsi (0.33 liter bottle) "," 1.06 $"
"Brazil","Water (0.33 liter bottle)  "," 0.67 $"
"Brazil","Milk (regular), (1 liter) "," 0.94 $"
"Brazil","Loaf of Fresh White Bread (500g) "," 1.45 $"
"Brazil","Rice (white), (1kg) "," 1.15 $"
"Brazil","Eggs (regular) (12) "," 1.97 $"
"Brazil","Local Cheese (1kg) "," 8.13 $"
"Brazil","Chicken Fillets (1kg) "," 3.55 $"
"Brazil","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 7.05 $"
"Brazil","Apples (1kg) "," 2.00 $"
"Brazil","Banana (1kg) "," 1.25 $"
"Brazil","Oranges (1kg) "," 1.10 $"
"Brazil","Tomato (1kg) "," 1.41 $"
"Brazil","Potato (1kg) "," 1.11 $"
"Brazil","Onion (1kg) "," 1.05 $"
"Brazil","Lettuce (1 head) "," 0.70 $"
"Brazil","Water (1.5 liter bottle) "," 0.64 $"
"Brazil","Bottle of Wine (Mid-Range) "," 6.96 $"
"Brazil","Domestic Beer (0.5 liter bottle) "," 1.16 $"
"Brazil","Imported Beer (0.33 liter bottle) "," 2.12 $"
"Brazil","Cigarettes 20 Pack (Marlboro) "," 2.09 $"
"Brazil","One-way Ticket (Local Transport) "," 0.87 $"
"Brazil","Monthly Pass (Regular Price) "," 38.29 $"
"Brazil","Taxi Start (Normal Tariff) "," 1.04 $"
"Brazil","Taxi 1km (Normal Tariff) "," 0.87 $"
"Brazil","Taxi 1hour Waiting (Normal Tariff) "," 6.96 $"
"Brazil","Gasoline (1 liter) "," 1.03 $"
"Brazil","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 20,883.59 $"
"Brazil","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 26,641.93 $"
"Brazil","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 67.05 $"
"Brazil","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 13.61 $"
"Brazil","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 18.57 $"
"Brazil","Fitness Club, Monthly Fee for 1 Adult "," 22.26 $"
"Brazil","Tennis Court Rent (1 Hour on Weekend) "," 21.75 $"
"Brazil","Cinema, International Release, 1 Seat "," 6.09 $"
"Brazil","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 282.69 $"
"Brazil","International Primary School, Yearly for 1 Child "," 7,422.58 $"
"Brazil","1 Pair of Jeans (Levis 501 Or Similar) "," 47.63 $"
"Brazil","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 41.54 $"
"Brazil","1 Pair of Nike Running Shoes (Mid-Range) "," 72.99 $"
"Brazil","1 Pair of Men Leather Business Shoes "," 59.82 $"
"Brazil","Apartment (1 bedroom) in City Centre "," 325.85 $"
"Brazil","Apartment (1 bedroom) Outside of Centre "," 221.39 $"
"Brazil","Apartment (3 bedrooms) in City Centre "," 624.65 $"
"Brazil","Apartment (3 bedrooms) Outside of Centre "," 436.91 $"
"Brazil","Price per Square Meter to Buy Apartment in City Centre "," 1,530.34 $"
"Brazil","Price per Square Meter to Buy Apartment Outside of Centre "," 1,079.80 $"
"Brazil","Average Monthly Net Salary (After Tax) "," 432.64 $"
"Brazil","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," 11.06"
"British Virgin Islands","Meal, Inexpensive Restaurant "," 22.50 $"
"British Virgin Islands","Meal for 2 People, Mid-range Restaurant, Three-course "," 80.00 $"
"British Virgin Islands","McMeal at McDonalds (or Equivalent Combo Meal) "," 15.00 $"
"British Virgin Islands","Domestic Beer (0.5 liter draught) "," 4.00 $"
"British Virgin Islands","Imported Beer (0.33 liter bottle) "," 3.00 $"
"British Virgin Islands","Cappuccino (regular) "," 6.75 $"
"British Virgin Islands","Coke/Pepsi (0.33 liter bottle) "," 1.82 $"
"British Virgin Islands","Water (0.33 liter bottle)  "," 1.32 $"
"British Virgin Islands","Milk (regular), (1 liter) "," 2.19 $"
"British Virgin Islands","Loaf of Fresh White Bread (500g) "," 4.81 $"
"British Virgin Islands","Rice (white), (1kg) "," 5.62 $"
"British Virgin Islands","Eggs (regular) (12) "," 6.06 $"
"British Virgin Islands","Local Cheese (1kg) "," 15.50 $"
"British Virgin Islands","Chicken Fillets (1kg) "," 11.50 $"
"British Virgin Islands","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 17.49 $"
"British Virgin Islands","Apples (1kg) "," 3.94 $"
"British Virgin Islands","Banana (1kg) "," 3.53 $"
"British Virgin Islands","Oranges (1kg) "," 2.00 $"
"British Virgin Islands","Tomato (1kg) "," 7.15 $"
"British Virgin Islands","Potato (1kg) "," 5.40 $"
"British Virgin Islands","Onion (1kg) "," 4.46 $"
"British Virgin Islands","Lettuce (1 head) "," 8.67 $"
"British Virgin Islands","Water (1.5 liter bottle) "," 1.89 $"
"British Virgin Islands","Bottle of Wine (Mid-Range) "," 11.00 $"
"British Virgin Islands","Domestic Beer (0.5 liter bottle) "," 4.75 $"
"British Virgin Islands","Imported Beer (0.33 liter bottle) "," 2.00 $"
"British Virgin Islands","Cigarettes 20 Pack (Marlboro) "," 5.00 $"
"British Virgin Islands","One-way Ticket (Local Transport) "," 4.00 $"
"British Virgin Islands","Monthly Pass (Regular Price) "," ?"
"British Virgin Islands","Taxi Start (Normal Tariff) "," ?"
"British Virgin Islands","Taxi 1km (Normal Tariff) "," ?"
"British Virgin Islands","Taxi 1hour Waiting (Normal Tariff) "," ?"
"British Virgin Islands","Gasoline (1 liter) "," 1.23 $"
"British Virgin Islands","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," ?"
"British Virgin Islands","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," ?"
"British Virgin Islands","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 159.75 $"
"British Virgin Islands","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 98.33 $"
"British Virgin Islands","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 118.00 $"
"British Virgin Islands","Fitness Club, Monthly Fee for 1 Adult "," 120.00 $"
"British Virgin Islands","Tennis Court Rent (1 Hour on Weekend) "," 20.00 $"
"British Virgin Islands","Cinema, International Release, 1 Seat "," 10.00 $"
"British Virgin Islands","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 375.00 $"
"British Virgin Islands","International Primary School, Yearly for 1 Child "," 10,320.00 $"
"British Virgin Islands","1 Pair of Jeans (Levis 501 Or Similar) "," 47.50 $"
"British Virgin Islands","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 55.00 $"
"British Virgin Islands","1 Pair of Nike Running Shoes (Mid-Range) "," 146.67 $"
"British Virgin Islands","1 Pair of Men Leather Business Shoes "," 130.00 $"
"British Virgin Islands","Apartment (1 bedroom) in City Centre "," 1,300.00 $"
"British Virgin Islands","Apartment (1 bedroom) Outside of Centre "," 1,275.00 $"
"British Virgin Islands","Apartment (3 bedrooms) in City Centre "," 3,625.00 $"
"British Virgin Islands","Apartment (3 bedrooms) Outside of Centre "," 3,500.00 $"
"British Virgin Islands","Price per Square Meter to Buy Apartment in City Centre "," ?"
"British Virgin Islands","Price per Square Meter to Buy Apartment Outside of Centre "," ?"
"British Virgin Islands","Average Monthly Net Salary (After Tax) "," 2,081.00 $"
"British Virgin Islands","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," 5.50"
"Brunei","Meal, Inexpensive Restaurant "," 5.02 $"
"Brunei","Meal for 2 People, Mid-range Restaurant, Three-course "," 33.64 $"
"Brunei","McMeal at McDonalds (or Equivalent Combo Meal) "," 5.98 $"
"Brunei","Domestic Non-Alcoholic Beer (0.5 liter draught) "," 1.87 $"
"Brunei","Imported Non-Alcoholic Beer (0.33 liter bottle) "," 2.24 $"
"Brunei","Cappuccino (regular) "," 3.95 $"
"Brunei","Coke/Pepsi (0.33 liter bottle) "," 1.04 $"
"Brunei","Water (0.33 liter bottle)  "," 0.73 $"
"Brunei","Milk (regular), (1 liter) "," 2.24 $"
"Brunei","Loaf of Fresh White Bread (500g) "," 1.88 $"
"Brunei","Rice (white), (1kg) "," 1.97 $"
"Brunei","Eggs (regular) (12) "," 2.38 $"
"Brunei","Local Cheese (1kg) "," 14.98 $"
"Brunei","Chicken Fillets (1kg) "," 6.96 $"
"Brunei","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 17.80 $"
"Brunei","Apples (1kg) "," 3.70 $"
"Brunei","Banana (1kg) "," 3.14 $"
"Brunei","Oranges (1kg) "," 3.57 $"
"Brunei","Tomato (1kg) "," 3.62 $"
"Brunei","Potato (1kg) "," 2.12 $"
"Brunei","Onion (1kg) "," 2.28 $"
"Brunei","Lettuce (1 head) "," 4.51 $"
"Brunei","Water (1.5 liter bottle) "," 1.01 $"
"Brunei","Bottle of Non-Alcoholic Wine (Mid-Range) "," 14.95 $"
"Brunei","Domestic Non-Alcoholic Beer (0.5 liter bottle) "," 4.98 $"
"Brunei","Imported Non-Alcoholic Beer (0.33 liter bottle) "," 1.27 $"
"Brunei","Cigarettes 20 Pack (Marlboro) "," 11.21 $"
"Brunei","One-way Ticket (Local Transport) "," 0.75 $"
"Brunei","Monthly Pass (Regular Price) "," 0.00 $"
"Brunei","Taxi Start (Normal Tariff) "," 4.50 $"
"Brunei","Taxi 1km (Normal Tariff) "," 2.62 $"
"Brunei","Taxi 1hour Waiting (Normal Tariff) "," 11.25 $"
"Brunei","Gasoline (1 liter) "," 0.37 $"
"Brunei","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 25,418.66 $"
"Brunei","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 29,370.73 $"
"Brunei","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 50.98 $"
"Brunei","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 21.22 $"
"Brunei","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 87.84 $"
"Brunei","Fitness Club, Monthly Fee for 1 Adult "," 42.66 $"
"Brunei","Tennis Court Rent (1 Hour on Weekend) "," 5.71 $"
"Brunei","Cinema, International Release, 1 Seat "," 5.23 $"
"Brunei","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 165.97 $"
"Brunei","International Primary School, Yearly for 1 Child "," 10,223.78 $"
"Brunei","1 Pair of Jeans (Levis 501 Or Similar) "," 79.85 $"
"Brunei","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 62.91 $"
"Brunei","1 Pair of Nike Running Shoes (Mid-Range) "," 93.92 $"
"Brunei","1 Pair of Men Leather Business Shoes "," 90.80 $"
"Brunei","Apartment (1 bedroom) in City Centre "," 736.21 $"
"Brunei","Apartment (1 bedroom) Outside of Centre "," 499.08 $"
"Brunei","Apartment (3 bedrooms) in City Centre "," 1,261.86 $"
"Brunei","Apartment (3 bedrooms) Outside of Centre "," 898.26 $"
"Brunei","Price per Square Meter to Buy Apartment in City Centre "," 3,103.02 $"
"Brunei","Price per Square Meter to Buy Apartment Outside of Centre "," 2,876.02 $"
"Brunei","Average Monthly Net Salary (After Tax) "," 2,175.49 $"
"Brunei","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," 3.96"
"Bulgaria","Meal, Inexpensive Restaurant "," 11.13 $"
"Bulgaria","Meal for 2 People, Mid-range Restaurant, Three-course "," 44.51 $"
"Bulgaria","McMeal at McDonalds (or Equivalent Combo Meal) "," 8.35 $"
"Bulgaria","Domestic Beer (0.5 liter draught) "," 2.23 $"
"Bulgaria","Imported Beer (0.33 liter bottle) "," 2.78 $"
"Bulgaria","Cappuccino (regular) "," 2.15 $"
"Bulgaria","Coke/Pepsi (0.33 liter bottle) "," 1.45 $"
"Bulgaria","Water (0.33 liter bottle)  "," 0.98 $"
"Bulgaria","Milk (regular), (1 liter) "," 1.75 $"
"Bulgaria","Loaf of Fresh White Bread (500g) "," 1.02 $"
"Bulgaria","Rice (white), (1kg) "," 2.05 $"
"Bulgaria","Eggs (regular) (12) "," 3.33 $"
"Bulgaria","Local Cheese (1kg) "," 10.40 $"
"Bulgaria","Chicken Fillets (1kg) "," 7.58 $"
"Bulgaria","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 11.55 $"
"Bulgaria","Apples (1kg) "," 1.60 $"
"Bulgaria","Banana (1kg) "," 1.87 $"
"Bulgaria","Oranges (1kg) "," 1.74 $"
"Bulgaria","Tomato (1kg) "," 2.39 $"
"Bulgaria","Potato (1kg) "," 1.05 $"
"Bulgaria","Onion (1kg) "," 1.08 $"
"Bulgaria","Lettuce (1 head) "," 1.02 $"
"Bulgaria","Water (1.5 liter bottle) "," 0.67 $"
"Bulgaria","Bottle of Wine (Mid-Range) "," 6.68 $"
"Bulgaria","Domestic Beer (0.5 liter bottle) "," 1.01 $"
"Bulgaria","Imported Beer (0.33 liter bottle) "," 1.64 $"
"Bulgaria","Cigarettes 20 Pack (Marlboro) "," 3.45 $"
"Bulgaria","One-way Ticket (Local Transport) "," 0.89 $"
"Bulgaria","Monthly Pass (Regular Price) "," 27.82 $"
"Bulgaria","Taxi Start (Normal Tariff) "," 1.34 $"
"Bulgaria","Taxi 1km (Normal Tariff) "," 0.72 $"
"Bulgaria","Taxi 1hour Waiting (Normal Tariff) "," 11.68 $"
"Bulgaria","Gasoline (1 liter) "," 1.45 $"
"Bulgaria","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 30,411.68 $"
"Bulgaria","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 26,123.61 $"
"Bulgaria","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 116.06 $"
"Bulgaria","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 16.79 $"
"Bulgaria","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 13.86 $"
"Bulgaria","Fitness Club, Monthly Fee for 1 Adult "," 32.79 $"
"Bulgaria","Tennis Court Rent (1 Hour on Weekend) "," 15.07 $"
"Bulgaria","Cinema, International Release, 1 Seat "," 8.35 $"
"Bulgaria","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 484.51 $"
"Bulgaria","International Primary School, Yearly for 1 Child "," 6,270.15 $"
"Bulgaria","1 Pair of Jeans (Levis 501 Or Similar) "," 56.15 $"
"Bulgaria","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 32.02 $"
"Bulgaria","1 Pair of Nike Running Shoes (Mid-Range) "," 88.97 $"
"Bulgaria","1 Pair of Men Leather Business Shoes "," 95.43 $"
"Bulgaria","Apartment (1 bedroom) in City Centre "," 449.95 $"
"Bulgaria","Apartment (1 bedroom) Outside of Centre "," 338.78 $"
"Bulgaria","Apartment (3 bedrooms) in City Centre "," 816.23 $"
"Bulgaria","Apartment (3 bedrooms) Outside of Centre "," 587.24 $"
"Bulgaria","Price per Square Meter to Buy Apartment in City Centre "," 2,328.26 $"
"Bulgaria","Price per Square Meter to Buy Apartment Outside of Centre "," 1,587.83 $"
"Bulgaria","Average Monthly Net Salary (After Tax) "," 1,036.17 $"
"Bulgaria","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," 4.16"
"Burkina Faso","Meal, Inexpensive Restaurant "," 1.67 $"
"Burkina Faso","Meal for 2 People, Mid-range Restaurant, Three-course "," 22.48 $"
"Burkina Faso","McMeal at McDonalds (or Equivalent Combo Meal) "," 7.49 $"
"Burkina Faso","Domestic Beer (0.5 liter draught) "," 1.17 $"
"Burkina Faso","Imported Beer (0.33 liter bottle) "," 1.00 $"
"Burkina Faso","Cappuccino (regular) "," 1.67 $"
"Burkina Faso","Coke/Pepsi (0.33 liter bottle) "," 0.78 $"
"Burkina Faso","Water (0.33 liter bottle)  "," 0.54 $"
"Burkina Faso","Milk (regular), (1 liter) "," 2.25 $"
"Burkina Faso","Loaf of Fresh White Bread (500g) "," 1.02 $"
"Burkina Faso","Rice (white), (1kg) "," 0.87 $"
"Burkina Faso","Eggs (regular) (12) "," 2.37 $"
"Burkina Faso","Local Cheese (1kg) "," 18.38 $"
"Burkina Faso","Chicken Fillets (1kg) "," 13.32 $"
"Burkina Faso","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 10.41 $"
"Burkina Faso","Apples (1kg) "," 3.46 $"
"Burkina Faso","Banana (1kg) "," 1.21 $"
"Burkina Faso","Oranges (1kg) "," 0.96 $"
"Burkina Faso","Tomato (1kg) "," 1.97 $"
"Burkina Faso","Potato (1kg) "," 1.96 $"
"Burkina Faso","Onion (1kg) "," 1.33 $"
"Burkina Faso","Lettuce (1 head) "," 0.51 $"
"Burkina Faso","Water (1.5 liter bottle) "," 0.83 $"
"Burkina Faso","Bottle of Wine (Mid-Range) "," 8.33 $"
"Burkina Faso","Domestic Beer (0.5 liter bottle) "," 1.12 $"
"Burkina Faso","Imported Beer (0.33 liter bottle) "," 1.99 $"
"Burkina Faso","Cigarettes 20 Pack (Marlboro) "," 1.58 $"
"Burkina Faso","One-way Ticket (Local Transport) "," 0.17 $"
"Burkina Faso","Monthly Pass (Regular Price) "," ?"
"Burkina Faso","Taxi Start (Normal Tariff) "," 0.50 $"
"Burkina Faso","Taxi 1km (Normal Tariff) "," 1.67 $"
"Burkina Faso","Taxi 1hour Waiting (Normal Tariff) "," ?"
"Burkina Faso","Gasoline (1 liter) "," 1.42 $"
"Burkina Faso","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 35,799.83 $"
"Burkina Faso","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 34,967.28 $"
"Burkina Faso","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 118.78 $"
"Burkina Faso","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 33.30 $"
"Burkina Faso","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 47.12 $"
"Burkina Faso","Fitness Club, Monthly Fee for 1 Adult "," 58.28 $"
"Burkina Faso","Tennis Court Rent (1 Hour on Weekend) "," 8.33 $"
"Burkina Faso","Cinema, International Release, 1 Seat "," 8.33 $"
"Burkina Faso","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 124.88 $"
"Burkina Faso","International Primary School, Yearly for 1 Child "," 16,505.71 $"
"Burkina Faso","1 Pair of Jeans (Levis 501 Or Similar) "," ?"
"Burkina Faso","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," ?"
"Burkina Faso","1 Pair of Nike Running Shoes (Mid-Range) "," ?"
"Burkina Faso","1 Pair of Men Leather Business Shoes "," ?"
"Burkina Faso","Apartment (1 bedroom) in City Centre "," 416.28 $"
"Burkina Faso","Apartment (1 bedroom) Outside of Centre "," 260.87 $"
"Burkina Faso","Apartment (3 bedrooms) in City Centre "," 1,193.33 $"
"Burkina Faso","Apartment (3 bedrooms) Outside of Centre "," 721.55 $"
"Burkina Faso","Price per Square Meter to Buy Apartment in City Centre "," 218.45 $"
"Burkina Faso","Price per Square Meter to Buy Apartment Outside of Centre "," 109.22 $"
"Burkina Faso","Average Monthly Net Salary (After Tax) "," 654.94 $"
"Burkina Faso","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," ?"
"Burundi","Meal, Inexpensive Restaurant "," 1.84 $"
"Burundi","Meal for 2 People, Mid-range Restaurant, Three-course "," 33.90 $"
"Burundi","McMeal at McDonalds (or Equivalent Combo Meal) "," 3.85 $"
"Burundi","Domestic Beer (0.5 liter draught) "," 2.19 $"
"Burundi","Imported Beer (0.33 liter bottle) "," 5.86 $"
"Burundi","Cappuccino (regular) "," 3.43 $"
"Burundi","Coke/Pepsi (0.33 liter bottle) "," 1.00 $"
"Burundi","Water (0.33 liter bottle)  "," 1.04 $"
"Burundi","Milk (regular), (1 liter) "," 0.95 $"
"Burundi","Loaf of Fresh White Bread (500g) "," 1.14 $"
"Burundi","Rice (white), (1kg) "," 1.66 $"
"Burundi","Eggs (regular) (12) "," 3.40 $"
"Burundi","Local Cheese (1kg) "," 10.30 $"
"Burundi","Chicken Fillets (1kg) "," 9.86 $"
"Burundi","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 10.05 $"
"Burundi","Apples (1kg) "," 5.87 $"
"Burundi","Banana (1kg) "," 0.55 $"
"Burundi","Oranges (1kg) "," 1.73 $"
"Burundi","Tomato (1kg) "," 1.10 $"
"Burundi","Potato (1kg) "," 0.42 $"
"Burundi","Onion (1kg) "," 0.50 $"
"Burundi","Lettuce (1 head) "," 0.49 $"
"Burundi","Water (1.5 liter bottle) "," 1.66 $"
"Burundi","Bottle of Wine (Mid-Range) "," 16.95 $"
"Burundi","Domestic Beer (0.5 liter bottle) "," 2.02 $"
"Burundi","Imported Beer (0.33 liter bottle) "," 3.21 $"
"Burundi","Cigarettes 20 Pack (Marlboro) "," 2.43 $"
"Burundi","One-way Ticket (Local Transport) "," 1.02 $"
"Burundi","Monthly Pass (Regular Price) "," 30.00 $"
"Burundi","Taxi Start (Normal Tariff) "," 6.75 $"
"Burundi","Taxi 1km (Normal Tariff) "," 3.51 $"
"Burundi","Taxi 1hour Waiting (Normal Tariff) "," 30.00 $"
"Burundi","Gasoline (1 liter) "," 1.35 $"
"Burundi","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," ?"
"Burundi","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," ?"
"Burundi","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," ?"
"Burundi","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 6.30 $"
"Burundi","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 20.00 $"
"Burundi","Fitness Club, Monthly Fee for 1 Adult "," ?"
"Burundi","Tennis Court Rent (1 Hour on Weekend) "," ?"
"Burundi","Cinema, International Release, 1 Seat "," ?"
"Burundi","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 105.93 $"
"Burundi","International Primary School, Yearly for 1 Child "," 10,592.87 $"
"Burundi","1 Pair of Jeans (Levis 501 Or Similar) "," ?"
"Burundi","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," ?"
"Burundi","1 Pair of Nike Running Shoes (Mid-Range) "," ?"
"Burundi","1 Pair of Men Leather Business Shoes "," ?"
"Burundi","Apartment (1 bedroom) in City Centre "," 212.67 $"
"Burundi","Apartment (1 bedroom) Outside of Centre "," 80.92 $"
"Burundi","Apartment (3 bedrooms) in City Centre "," 469.43 $"
"Burundi","Apartment (3 bedrooms) Outside of Centre "," 267.33 $"
"Burundi","Price per Square Meter to Buy Apartment in City Centre "," 2,737.96 $"
"Burundi","Price per Square Meter to Buy Apartment Outside of Centre "," 2,322.02 $"
"Burundi","Average Monthly Net Salary (After Tax) "," 597.69 $"
"Burundi","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate "," 14.17"
"Cambodia","Meal, Inexpensive Restaurant "," 3.09 $"
"Cambodia","Meal for 2 People, Mid-range Restaurant, Three-course "," 27.50 $"
"Cambodia","McMeal at McDonalds (or Equivalent Combo Meal) "," 7.00 $"
"Cambodia","Domestic Beer (0.5 liter draught) "," 1.00 $"
"Cambodia","Imported Beer (0.33 liter bottle) "," 2.00 $"
"Cambodia","Cappuccino (regular) "," 2.31 $"
"Cambodia","Coke/Pepsi (0.33 liter bottle) "," 0.87 $"
"Cambodia","Water (0.33 liter bottle)  "," 0.74 $"
"Cambodia","Milk (regular), (1 liter) "," 2.12 $"
"Cambodia","Loaf of Fresh White Bread (500g) "," 1.74 $"
"Cambodia","Rice (white), (1kg) "," 0.94 $"
"Cambodia","Eggs (regular) (12) "," 1.83 $"
"Cambodia","Local Cheese (1kg) "," 13.92 $"
"Cambodia","Chicken Fillets (1kg) "," 4.14 $"
"Cambodia","Beef Round (1kg) (or Equivalent Back Leg Red Meat) "," 9.83 $"
"Cambodia","Apples (1kg) "," 3.63 $"
"Cambodia","Banana (1kg) "," 1.26 $"
"Cambodia","Oranges (1kg) "," 3.53 $"
"Cambodia","Tomato (1kg) "," 1.40 $"
"Cambodia","Potato (1kg) "," 1.35 $"
"Cambodia","Onion (1kg) "," 1.20 $"
"Cambodia","Lettuce (1 head) "," 1.69 $"
"Cambodia","Water (1.5 liter bottle) "," 0.73 $"
"Cambodia","Bottle of Wine (Mid-Range) "," 12.00 $"
"Cambodia","Domestic Beer (0.5 liter bottle) "," 0.91 $"
"Cambodia","Imported Beer (0.33 liter bottle) "," 1.75 $"
"Cambodia","Cigarettes 20 Pack (Marlboro) "," 2.00 $"
"Cambodia","One-way Ticket (Local Transport) "," 1.50 $"
"Cambodia","Monthly Pass (Regular Price) "," 10.60 $"
"Cambodia","Taxi Start (Normal Tariff) "," 1.00 $"
"Cambodia","Taxi 1km (Normal Tariff) "," 1.00 $"
"Cambodia","Taxi 1hour Waiting (Normal Tariff) "," 4.25 $"
"Cambodia","Gasoline (1 liter) "," 1.15 $"
"Cambodia","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car) "," 41,500.00 $"
"Cambodia","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) "," 37,580.00 $"
"Cambodia","Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment "," 91.45 $"
"Cambodia","Mobile Phone Monthly Plan with Calls and 10GB+ Data "," 6.11 $"
"Cambodia","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL) "," 24.75 $"
"Cambodia","Fitness Club, Monthly Fee for 1 Adult "," 42.69 $"
"Cambodia","Tennis Court Rent (1 Hour on Weekend) "," 8.90 $"
"Cambodia","Cinema, International Release, 1 Seat "," 5.50 $"
"Cambodia","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child "," 328.89 $"
"Cambodia","International Primary School, Yearly for 1 Child "," 6,938.89 $"
"Cambodia","1 Pair of Jeans (Levis 501 Or Similar) "," 23.92 $"
"Cambodia","1 Summer Dress in a Chain Store (Zara, H&M, ...) "," 22.11 $"
"Cambodia","1 Pair of Nike Running Shoes (Mid-Range) "," 73.89 $"
"Cambodia","1 Pair of Men Leather Business Shoes "," 56.50 $"
"Cambodia","Apartment (1 bedroom) in City Centre "," 425.00 $"
"Cambodia","Apartment (1 bedroom) Outside of Centre "," 248.67 $"
